Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,People in ICU,People on Ventilators,Num Isolation Beds,Num ICU Beds,Num Ventilators,Total PPE,Total N95 Masks,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case
6/15/2020,Assam,217088,Tested,4158,,,,29549,Facility,,,,4232,424,265,,,1.92%,6.33,6330,52
6/16/2020,Assam,227109,Tested,4319,,,,30874,Facility,,,,4232,424,265,,,1.90%,6.62,6623,53
6/17/2020,Assam,235214,Tested,4605,,,,31899,Institutional,,,,,,,,,1.96%,6.86,6859,51
6/18/2020,Assam,246590,Tested,4861,,,,35187,Institutional,,,,,,,,,1.97%,7.19,7191,51
6/19/2020,Assam,258797,Tested,4904,,,,34736,Institutional,,,,,,,,,1.89%,7.55,7547,53
6/20/2020,Assam,273047,Tested,5006,,,,35611,Institutional,,,,,,,,,1.83%,7.96,7962,55
6/21/2020,Assam,288306,Tested,5388,,,,,,,,,,,,,,1.87%,8.41,8407,54
6/22/2020,Assam,301557,Tested,5586,,,,,,,,,,,,,,1.85%,8.79,8794,54
6/23/2020,Assam,323258,Tested,5853,,,,,,,,,,,,,,1.81%,9.43,9426,55
6/24/2020,Assam,336091,Tested,6282,,,,38936,Institutional,,,,,,,,,1.87%,9.8,9801,54
6/25/2020,Assam,351753,Tested,6646,,,,,,,,,,,,,,,,,
6/26/2020,Assam,362713,Tested,6646,,,,,,,,,,,,,,,,,
4/5/2020,Bihar,3037,Tested,32,2299,706,,,,,,,,,,,,1.05%,0.03,25,95
4/8/2020,Bihar,4596,Tested,38,,465,,,,,,,,,,,,0.83%,0.04,38,121
4/9/2020,Bihar,4991,Tested,43,,394,,,,,,,,,,,,0.86%,0.04,42,116
4/10/2020,Bihar,5457,Tested,60,,673,,,,,,,,,,,,1.10%,0.05,46,91
4/11/2020,Bihar,6250,Tested,61,,,,,,,,,2344,116,50,,,0.98%,0.05,52,102
4/12/2020,Bihar,6703,Tested,64,,618,,,,,,,2344,116,50,,,0.95%,0.06,56,105
4/13/2020,Bihar,7263,Tested,65,,41,,,,,,,2344,116,50,,,0.89%,0.06,61,112
4/14/2020,Bihar,7727,Tested,62,,472,,,,,,,2344,116,50,,,0.80%,0.06,65,125
4/15/2020,Bihar,8263,Tested,66,,565,,,,,,,2344,116,50,,,0.80%,0.07,69,125
4/16/2020,Bihar,8846,Tested,72,,607,,,,,,,2344,116,50,,,0.81%,0.07,74,123
4/17/2020,Bihar,9486,Tested,83,,510,,,,,,,2344,116,50,,,0.87%,0.08,79,114
4/18/2020,Bihar,10130,Tested,85,,512,,735,Centre,,,,2344,116,50,,,0.84%,0.08,85,119
4/19/2020,Bihar,10745,Tested,92,,644,,700,Centre,,,,2344,116,50,,,0.86%,0.09,90,117
4/20/2020,Bihar,11319,Tested,96,,490,,802,Centre,,,,2344,116,50,,,0.85%,0.09,95,118
4/21/2020,Bihar,11999,Tested,115,,998,,693,Centre,,,,2344,116,50,,,0.96%,0.1,100,104
4/22/2020,Bihar,12978,Tested,136,,1005,,748,Centre,,,,2344,116,50,,,1.05%,0.11,109,95
4/23/2020,Bihar,13785,Tested,148,,1240,,768,Centre,,,,2344,116,50,,,1.07%,0.12,115,93
4/24/2020,Bihar,14924,Tested,176,,1000,,,,,,,2344,116,50,,,1.18%,0.12,125,85
4/25/2020,Bihar,15885,Tested,238,,898,,1255,Centre,,,,2344,116,50,,,1.50%,0.13,133,67
4/26/2020,Bihar,17041,Tested,255,,1018,,1427,Centre,,,,2344,116,50,,,1.50%,0.14,143,67
4/27/2020,Bihar,18179,Tested,328,,1656,,1614,Centre,,,,2344,116,50,,,1.80%,0.15,152,55
4/28/2020,Bihar,19790,Tested,346,,1884,,,,,,,,,,,,1.75%,0.17,166,57
4/29/2020,Bihar,21180,Tested,383,,1948,,2133,Centre,,,,2344,116,50,,,1.81%,0.18,177,55
4/30/2020,Bihar,22672,Tested,409,,1991,,2154,Centre,,,,2344,116,50,,,1.80%,0.19,190,55
5/1/2020,Bihar,24118,Tested,466,,2326,,2156,Centre,,,,2344,116,50,,,1.93%,0.2,202,52
5/2/2020,Bihar,25724,Tested,476,,2250,,2112,Centre,,,,2344,116,50,,,1.85%,0.22,215,54
5/3/2020,Bihar,26951,Tested,485,,1346,,2343,Centre,,,,2344,116,50,,,1.80%,0.23,225,56
5/4/2020,Bihar,28345,Tested,525,,527,,1803,Centre,,,,2344,116,50,,,1.85%,0.24,237,54
5/5/2020,Bihar,28791,Tested,529,,547,,1481,Centre,,,,2344,116,50,,,1.84%,0.24,241,54
5/6/2020,Bihar,29328,Tested,539,,464,,1425,Centre,,,,2344,116,50,,,1.84%,0.25,245,54
5/7/2020,Bihar,29841,Tested,547,,701,,1466,Centre,,,,2344,116,50,,,1.83%,0.25,250,55
5/8/2020,Bihar,30320,Tested,564,,1007,,1995,Centre,,,,2344,116,50,,,1.86%,0.25,254,54
5/9/2020,Bihar,31552,Tested,585,,1831,,2094,Centre,,,,2344,116,50,,,1.85%,0.26,264,54
5/10/2020,Bihar,32670,Tested,653,,2099,,2244,Centre,,,,2344,116,50,,,2.00%,0.27,273,50
5/11/2020,Bihar,34662,Tested,714,,2417,,2204,Centre,,,,2344,116,50,,,2.06%,0.29,290,49
5/12/2020,Bihar,37430,Tested,796,,2673,,2376,Centre,,,,2344,116,50,,,2.13%,0.31,313,47
5/13/2020,Bihar,39149,Tested,909,,2604,,2587,Centre,,,,2344,116,50,162851,42917,2.32%,0.33,328,43
5/14/2020,Bihar,40782,Tested,970,,2102,,2690,Centre,,,,2344,116,50,,,2.38%,0.34,341,42
5/15/2020,Bihar,42645,Tested,1010,,1707,,2551,Centre,,,,2344,116,50,,,2.37%,0.36,357,42
5/16/2020,Bihar,44340,Tested,1083,,1749,,4938,Centre,,,,2344,116,50,,,2.44%,0.37,371,41
5/17/2020,Bihar,45729,Tested,1193,,2602,,5205,Centre,,,,2344,116,50,143572,34757,2.61%,0.38,383,38
5/18/2020,Bihar,46996,Tested,1391,,3300,,,,,,,,,,,,2.96%,0.39,393,34
5/19/2020,Bihar,50563,Tested,1495,,3560,,,,,,,,,,,,2.96%,0.42,423,34
5/20/2020,Bihar,53361,Tested,1607,,3849,,,,,,,,,,,,3.01%,0.45,446,33
5/21/2020,Bihar,55692,Tested,1881,,,,,,,,,,,,,,3.38%,0.47,466,30
5/22/2020,Bihar,58481,Tested,2098,,3311,,,,,,,,,,,,3.59%,0.49,489,28
5/23/2020,Bihar,61220,Tested,2344,,1414,,,,,,,,,,,,3.83%,0.51,512,26
5/24/2020,Bihar,63741,Tested,2507,,,,,,,,,,,,,,3.93%,0.53,533,25
5/25/2020,Bihar,,,,,,,,,,,,,,,,,,0,0,
5/26/2020,Bihar,,,,,,,,,,,,,,,,,,0,0,
5/27/2020,Bihar,68262,Tested,3010,,,,,,,,,,,,,,4.41%,0.57,571,23
5/28/2020,Bihar,70275,Tested,3106,,,,,,,,,,,,,,4.42%,0.59,588,23
5/29/2020,Bihar,72256,Tested,3276,,,,,,,,,,,,,,4.53%,0.6,605,22
5/30/2020,Bihar,73929,Tested,3511,,,,,,,,,,,,,,4.75%,0.62,619,21
5/31/2020,Bihar,75737,Tested,3692,,,,,,,,,,,,,,4.87%,0.63,634,21
6/1/2020,Bihar,78090,Tested,3872,,,,,,,,,,,,,,4.96%,0.65,653,20
6/2/2020,Bihar,81413,Tested,4049,,,,,,,,,,,,,,4.97%,0.68,681,20
6/3/2020,Bihar,84729,Tested,4273,,,,,,,,,,,,,,5.04%,0.71,709,20
6/4/2020,Bihar,88313,Tested,4420,,,,,,,,,,,,,,5.00%,0.74,739,20
6/5/2020,Bihar,91903,Tested,4551,,,,,,,,,,,,,,4.95%,0.77,769,20
6/6/2020,Bihar,95473,Tested,4745,,,,,,,,,,,,,,4.97%,0.8,799,20
6/7/2020,Bihar,99108,Tested,4972,,,,,,,,,,,,,,5.02%,0.83,829,20
6/8/2020,Bihar,102318,Tested,5176,,,,,,,,,,,,,,5.06%,0.86,856,20
6/9/2020,Bihar,105588,Tested,5364,,,,,,,,,,,,,,5.08%,0.88,883,20
6/10/2020,Bihar,109483,Tested,5583,,,,,,,,,,,,,,5.10%,0.92,916,20
6/11/2020,Bihar,113225,Tested,5807,,,,,,,,,,,,,,5.13%,0.95,947,19
6/12/2020,Bihar,116671,Tested,6043,,,,,,,,,,,,,,5.18%,0.98,976,19
6/13/2020,Bihar,120086,Tested,6183,,,,,,,,,,,,,,5.15%,1,1005,19
6/14/2020,Bihar,123629,Tested,6355,,,,,,,,,,,,,,5.14%,1.03,1034,19
6/15/2020,Bihar,127126,Tested,6581,,,,,,,,,,,,,,5.18%,1.06,1064,19
6/16/2020,Bihar,130783,Tested,6736,,,,,,,,,,,,,,5.15%,1.09,1094,19
6/17/2020,Bihar,134402,Tested,6889,,,,,,,,,,,,,,5.13%,1.12,1125,20
6/18/2020,Bihar,139584,Tested,6993,,,,,,,,,,,,,,5.01%,1.17,1168,20
6/19/2020,Bihar,145562,Tested,7178,,,,,,,,,,,,,,4.93%,1.22,1218,20
6/20/2020,Bihar,151148,Tested,7380,,,,,,,,,,,,,,4.88%,1.26,1265,20
6/21/2020,Bihar,156926,Tested,7602,,,,,,,,,,,,,,4.84%,1.31,1313,21
6/22/2020,Bihar,163476,Tested,7808,,,,,,,,,,,,,,4.78%,1.37,1368,21
6/23/2020,Bihar,169401,Tested,7974,,,,,,,,,,,,,,4.71%,1.42,1417,21
6/24/2020,Bihar,175103,Tested,8180,,,,,,,,,,,,,,4.67%,1.47,1465,21
6/25/2020,Bihar,181737,Tested,8381,,,,,,,,,,,,,,4.61%,1.52,1521,22
6/26/2020,Bihar,189643,Tested,8611,,,,,,,,,,,,,,4.54%,1.59,1587,22
4/2/2020,Chandigarh,124,Tested,18,98,8,,,,,,,,,,,,14.52%,0.11,105,7
4/8/2020,Chandigarh,184,Tested,18,162,,,,,,,,,,,,,9.78%,0.16,156,10
4/10/2020,Chandigarh,223,Tested,19,199,4,,,,,,,,,,,,8.52%,0.19,189,12
4/11/2020,Chandigarh,264,Tested,19,223,21,,,,,,,,,,,,7.20%,0.22,224,14
4/12/2020,Chandigarh,279,Tested,21,247,10,,,,,,,,,,,,7.53%,0.24,237,13
4/13/2020,Chandigarh,296,Tested,21,263,11,,,,,,,,,,,,7.09%,0.25,251,14
4/14/2020,Chandigarh,309,Tested,21,285,2,,,,,,,,,,,,6.80%,0.26,262,15
4/15/2020,Chandigarh,317,Tested,21,293,2,,,,,,,,,,,,6.62%,0.27,269,15
4/16/2020,Chandigarh,337,Tested,21,315,0,,,,,,,,,,,,6.23%,0.29,286,16
4/17/2020,Chandigarh,358,Tested,21,335,1,,,,,,,,,,,,5.87%,0.3,304,17
4/18/2020,Chandigarh,381,Tested,23,348,9,,,,,,,,,,,,6.04%,0.32,323,17
4/19/2020,Chandigarh,430,Tested,26,388,15,,,,,,,,,,,,6.05%,0.36,365,17
4/20/2020,Chandigarh,453,Tested,26,417,9,,,,,,,,,,,,5.74%,0.38,384,17
4/21/2020,Chandigarh,497,Tested,27,445,24,,,,,,,,,,,,5.43%,0.42,422,18
4/22/2020,Chandigarh,529,Tested,27,492,9,,,,,,,,,,,,5.10%,0.45,449,20
4/23/2020,Chandigarh,599,Tested,27,557,14,,,,,,,,,,,,4.51%,0.51,508,22
4/24/2020,Chandigarh,638,Tested,27,603,7,,,,,,,,,,,,4.23%,0.54,541,24
4/25/2020,Chandigarh,734,Tested,28,668,37,,,,,,,,,,,,3.81%,0.62,623,26
4/26/2020,Chandigarh,756,Tested,30,677,48,,,,,,,,,,,,3.97%,0.64,641,25
4/27/2020,Chandigarh,843,Tested,40,777,25,,,,,,,,,,,,4.74%,0.72,715,21
4/28/2020,Chandigarh,924,Tested,56,857,10,,,,,,,,,,,,6.06%,0.78,784,17
4/29/2020,Chandigarh,1012,Tested,67,922,22,,,,,,,,,,,,6.62%,0.86,858,15
4/30/2020,Chandigarh,1147,Tested,74,1022,50,,,,,,,,,,,,6.45%,0.97,973,16
5/1/2020,Chandigarh,1252,Tested,88,1131,32,,,,,,,,,,,,7.03%,1.06,1062,14
5/2/2020,Chandigarh,1462,Tested,94,1339,28,,,,,,,,,,,,6.43%,1.24,1240,16
5/3/2020,Chandigarh,1616,Tested,97,1491,27,,,,,,,,,,,,6.00%,1.37,1371,17
5/4/2020,Chandigarh,1678,Tested,102,1545,30,,,,,,,,,,,,6.08%,1.42,1423,16
5/5/2020,Chandigarh,1713,Tested,115,1576,21,,,,,,,,,,,,6.71%,1.45,1453,15
5/6/2020,Chandigarh,1785,Tested,120,1641,23,,,,,,,,,,,,6.72%,1.51,1514,15
5/7/2020,Chandigarh,1845,Tested,129,1698,17,,,,,,,,,,,,6.99%,1.56,1565,14
5/8/2020,Chandigarh,1913,Tested,146,1748,18,,,,,,,,,,,,7.63%,1.62,1623,13
5/9/2020,Chandigarh,2055,Tested,169,1871,14,,,,,,,,,,,,8.22%,1.74,1743,12
5/10/2020,Chandigarh,2142,Tested,173,1947,21,,,,,,,,,,,,8.08%,1.82,1817,12
5/11/2020,Chandigarh,2177,Tested,173,1978,25,,,,,,,,,,,,7.95%,1.85,1846,13
5/12/2020,Chandigarh,2276,Tested,187,2069,19,,,,,,,,,,,,8.22%,1.93,1930,12
5/13/2020,Chandigarh,2420,Tested,189,2206,24,,,,,,,,,,,,7.81%,2.05,2053,13
5/14/2020,Chandigarh,2505,Tested,191,2299,15,,,,,,,,,,,,7.62%,2.12,2125,13
5/15/2020,Chandigarh,2586,Tested,191,2383,11,,,,,,,,,,,,7.39%,2.19,2193,14
5/16/2020,Chandigarh,2718,Tested,191,2513,13,,,,,,,,,,,,7.03%,2.31,2305,14
5/17/2020,Chandigarh,2812,Tested,191,2604,16,,,,,,,,,,,,6.79%,2.39,2385,15
5/18/2020,Chandigarh,2892,Tested,196,2663,32,,,,,,,,,,,,6.78%,2.45,2453,15
5/19/2020,Chandigarh,3031,Tested,199,2783,48,,,,,,,,,,,,6.57%,2.57,2571,15
5/21/2020,Chandigarh,3369,Tested,216,3125,27,,,,,,,,,,,,6.41%,2.86,2858,16
5/22/2020,Chandigarh,3531,Tested,219,3234,77,,,,,,,,,,,,6.20%,2.99,2995,16
5/23/2020,Chandigarh,3749,Tested,225,3390,133,,,,,,,,,,,,6.00%,3.18,3180,17
5/24/2020,Chandigarh,3904,Tested,238,3514,151,,,,,,,,,,,,6.10%,3.31,3311,16
5/25/2020,Chandigarh,4089,Tested,266,3695,127,,,,,,,,,,,,6.51%,3.47,3468,15
5/26/2020,Chandigarh,4207,Tested,278,3828,100,,,,,,,,,,,,6.61%,3.57,3568,15
5/27/2020,Chandigarh,4332,Tested,279,3991,61,,,,,,,,,,,,6.44%,3.67,3674,16
5/28/2020,Chandigarh,4467,Tested,289,4138,39,,,,,,,,,,,,6.47%,3.79,3789,15
5/29/2020,Chandigarh,4543,Tested,289,4222,31,,,,,,,,,,,,6.36%,3.85,3853,16
5/30/2020,Chandigarh,4654,Tested,289,4342,22,,,,,,,,,,,,6.21%,3.95,3947,16
5/31/2020,Chandigarh,4785,Tested,293,4478,13,,,,,,,,,,,,6.12%,4.06,4059,16
6/1/2020,Chandigarh,4816,Tested,294,4495,26,,,,,,,,,,,,6.10%,4.08,4085,16
6/2/2020,Chandigarh,4902,Tested,301,4573,27,,,,,,,,,,,,6.14%,4.16,4158,16
6/3/2020,Chandigarh,4977,Tested,301,4658,17,,,,,,,,,,,,6.05%,4.22,4221,17
6/4/2020,Chandigarh,5059,Tested,302,4735,21,,,,,,,,,,,,5.97%,4.29,4291,17
6/5/2020,Chandigarh,5121,Tested,309,4793,18,,,,,,,,,,,,6.03%,4.34,4344,17
6/6/2020,Chandigarh,5237,Tested,309,4906,21,,,,,,,,,,,,5.90%,4.44,4442,17
6/7/2020,Chandigarh,5312,Tested,314,4977,20,,,,,,,,,,,,5.91%,4.51,4506,17
6/8/2020,Chandigarh,5385,Tested,318,5040,26,,,,,,,,,,,,5.91%,4.57,4567,17
6/10/2020,Chandigarh,5532,Tested,328,5182,21,,,,,,,,,,,,5.93%,4.69,4692,17
6/11/2020,Chandigarh,5636,Tested,332,5267,36,,,,,,,,,,,,5.89%,4.78,4780,17
6/12/2020,Chandigarh,5708,Tested,334,5342,31,,,,,,,,,,,,5.85%,4.84,4841,17
6/13/2020,Chandigarh,5839,Tested,345,5459,34,,,,,,,,,,,,5.91%,4.95,4953,17
6/14/2020,Chandigarh,5937,Tested,350,5563,23,,,,,,,,,,,,5.90%,5.04,5036,17
6/15/2020,Chandigarh,6027,Tested,357,5643,26,,,,,,,,,,,,5.92%,5.11,5112,17
6/16/2020,Chandigarh,6115,Tested,358,5727,28,,,,,,,,,,,,5.85%,5.19,5187,17
6/17/2020,Chandigarh,6233,Tested,368,5830,33,,,,,,,,,,,,5.90%,5.29,5287,17
6/18/2020,Chandigarh,6315,Tested,373,5912,28,,,,,,,,,,,,5.91%,5.36,5356,17
6/19/2020,Chandigarh,6438,Tested,375,6032,29,,,,,,,,,,,,5.82%,5.46,5461,17
6/20/2020,Chandigarh,6578,Tested,390,6162,24,,,,,,,,,,,,5.93%,5.58,5579,17
6/21/2020,Chandigarh,6677,Tested,404,6243,28,,,,,,,,,,,,6.05%,5.66,5663,17
6/22/2020,Chandigarh,6745,Tested,410,6301,32,,,,,,,,,,,,6.08%,5.72,5721,16
6/23/2020,Chandigarh,6840,Tested,415,6390,33,,,,,,,,,,,,6.07%,5.8,5802,16
6/24/2020,Chandigarh,6981,Tested,420,6528,31,,,,,,,,,,,,,,,
6/25/2020,Chandigarh,7072,Tested,423,6618,29,,,,,,,,,,,,,,,
6/26/2020,Chandigarh,7201,Tested,424,6746,29,,,,,,,,,,,,,,,
4/2/2020,Chhattisgarh,1232,Tested,9,921,302,,,,,,,,,,,,0.73%,0.04,43,137
4/10/2020,Chhattisgarh,3473,Tested,18,3322,133,,,,,,,,,,,,0.52%,0.12,121,193
4/11/2020,Chhattisgarh,3858,Tested,18,3503,337,,,,,,,,,,,,0.47%,0.13,134,214
4/12/2020,Chhattisgarh,3945,Tested,31,3856,58,,,,,,,,,,,,0.79%,0.14,137,127
4/13/2020,Chhattisgarh,4377,Tested,31,3969,377,,,,,,,,,,,,0.71%,0.15,152,141
4/14/2020,Chhattisgarh,4812,Tested,33,4319,469,,,,,,,,,,,,0.69%,0.17,168,146
4/15/2020,Chhattisgarh,5122,Tested,33,4878,211,,,,,,,,,,,,0.64%,0.18,178,155
4/16/2020,Chhattisgarh,5519,Tested,33,5168,318,,,,,,,,,,,,0.60%,0.19,192,167
4/17/2020,Chhattisgarh,5776,Tested,36,5484,256,,,,,,,,,,,,0.62%,0.2,201,160
4/18/2020,Chhattisgarh,5776,Tested,36,5484,256,,,,,,,,,,,,0.62%,0.2,201,160
4/19/2020,Chhattisgarh,6675,Tested,36,6086,553,,,,,,,,,,,,0.54%,0.23,232,185
4/20/2020,Chhattisgarh,7601,Tested,36,7029,536,,256,Centre,,,,,,,,,0.47%,0.26,265,211
4/21/2020,Chhattisgarh,8272,Tested,36,7555,681,,,,,,,,,,,,0.44%,0.29,288,230
4/22/2020,Chhattisgarh,9220,Tested,36,8296,888,,,,,,,,,,,,0.39%,0.32,321,256
4/23/2020,Chhattisgarh,10346,Tested,36,9206,1104,,327,Centre,,,,,,,,,0.35%,0.36,360,287
4/24/2020,Chhattisgarh,11386,Tested,36,10213,1137,,332,Centre,,,,,,,,,0.32%,0.4,396,316
4/25/2020,Chhattisgarh,12596,Tested,37,11168,1391,,351,Centre,,,,,,,,,0.29%,0.44,439,340
4/26/2020,Chhattisgarh,13786,Tested,37,12406,1343,,,,,,,,,,,,0.27%,0.48,480,373
4/27/2020,Chhattisgarh,14987,Tested,37,13882,1068,,325,Centre,,,,,,,,,0.25%,0.52,522,405
4/28/2020,Chhattisgarh,15737,Tested,38,14953,746,,356,Centre,,,,,,,,,0.24%,0.55,548,414
4/29/2020,Chhattisgarh,16546,Tested,38,15658,850,,435,Centre,,,,,,,,,0.23%,0.58,576,435
4/30/2020,Chhattisgarh,17541,Tested,40,16602,899,,593,Centre,,,,,,,,,0.23%,0.61,611,439
5/1/2020,Chhattisgarh,18039,Tested,43,17199,797,,575,Centre,,,,,,,,,0.24%,0.63,628,420
5/3/2020,Chhattisgarh,19902,Tested,57,18848,997,,578,Centre,,,,,,,,,0.29%,0.69,693,349
5/5/2020,Chhattisgarh,21323,Tested,58,20300,965,,566,Centre,,,,,,,,,0.27%,0.74,742,368
5/6/2020,Chhattisgarh,22188,Tested,59,20873,1256,,567,Centre,,,,,,,,,0.27%,0.77,772,376
5/8/2020,Chhattisgarh,23629,Tested,59,22509,1061,,,,,,,,,,,,0.25%,0.82,823,400
5/9/2020,Chhattisgarh,24506,Tested,59,23326,1121,,,,,,,,,,,,0.24%,0.85,853,415
5/10/2020,Chhattisgarh,25282,Tested,59,24186,1037,,602,Centre,,,,,,,,,0.23%,0.88,880,429
5/12/2020,Chhattisgarh,27339,Tested,59,25741,1539,,623,Centre,,,,,,,,,0.22%,0.95,952,463
5/13/2020,Chhattisgarh,28837,Tested,59,27012,1766,,633,Centre,,,,,,,,,0.20%,1,1004,489
5/14/2020,Chhattisgarh,29697,Tested,59,28234,1404,,580,Centre,,,,,,,,,0.20%,1.03,1034,503
5/15/2020,Chhattisgarh,31341,Tested,66,29812,1463,,516,Centre,,,,,,,,,0.21%,1.09,1091,475
5/16/2020,Chhattisgarh,32678,Tested,67,31275,1336,,532,Centre,,,,,,,,,0.21%,1.14,1138,488
5/17/2020,Chhattisgarh,,,,,,,,,,,,,,,,,,0,0,
5/18/2020,Chhattisgarh,36606,Tested,93,34656,1857,,635,Centre,,,,,,,,,0.25%,1.27,1274,394
5/19/2020,Chhattisgarh,39010,Tested,100,36586,2324,,744,Centre,,,,,,,,,0.26%,1.36,1358,390
5/21/2020,Chhattisgarh,45522,Tested,128,42618,2776,,924,Centre,,,,,,,,,0.28%,1.58,1585,356
5/22/2020,Chhattisgarh,48116,Tested,172,45022,2922,,914,Centre,,,,,,,,,0.36%,1.68,1675,280
5/23/2020,Chhattisgarh,49763,Tested,214,46894,2655,,152478,Centre,,,,,,,,,0.43%,1.73,1732,233
5/25/2020,Chhattisgarh,55022,Tested,292,52598,2132,,172007,Centre,,,,,,,,,0.53%,1.92,1916,188
5/26/2020,Chhattisgarh,57479,Tested,360,55539,1580,,186566,Centre,,,,,,,,,0.63%,2,2001,160
5/27/2020,Chhattisgarh,59320,Tested,364,57283,1673,,199725,Centre,,,,,,,,,0.61%,2.07,2065,163
5/28/2020,Chhattisgarh,61771,Tested,398,59585,1788,,203581,Centre,,,,,,,,,0.64%,2.15,2151,155
5/29/2020,Chhattisgarh,63992,Tested,415,62983,594,,209038,Centre,,,,,,,,,0.65%,2.23,2228,154
5/30/2020,Chhattisgarh,66417,Tested,447,64762,1208,,214350,Centre,,,,,,,,,0.67%,2.31,2312,149
5/31/2020,Chhattisgarh,69152,Tested,492,67268,1392,,210926,Centre,,,,,,,,,0.71%,2.41,2407,141
6/1/2020,Chhattisgarh,70726,Tested,539,69361,826,,212880,Centre,,,,5515,,922,48182,29979,0.76%,2.46,2462,131
6/2/2020,Chhattisgarh,73198,Tested,556,71218,1431,,,,,,,5515,,922,47836,29463,0.76%,2.55,2548,132
6/3/2020,Chhattisgarh,76446,Tested,626,73706,2114,,223150,Centre,,,,5515,,922,47836,29463,0.82%,2.66,2661,122
6/4/2020,Chhattisgarh,78971,Tested,756,75519,2698,,223366,Centre,,,,5515,,922,57288,42403,0.96%,2.75,2749,104
6/5/2020,Chhattisgarh,81773,Tested,863,78134,2778,,229070,Centre,,,,5515,,922,57381,21694,1.06%,2.85,2847,95
6/6/2020,Chhattisgarh,85346,Tested,923,80477,3948,,231536,Centre,,,,5515,,922,57466,28702,1.08%,2.97,2971,92
6/7/2020,Chhattisgarh,88896,Tested,1073,84344,3481,,231169,Centre,,,,,,,,,1.21%,3.09,3095,83
6/8/2020,Chhattisgarh,92598,Tested,1160,86719,4721,,231935,Centre,,,,5515,,922,55333,28833,1.25%,3.22,3224,80
6/9/2020,Chhattisgarh,93059,Tested,1211,89914,1936,,238874,Centre,,,,4026,,922,57429,28751,1.30%,3.24,3240,77
6/10/2020,Chhattisgarh,94576,Tested,1262,92049,1267,,243050,Centre,,,,5515,,922,57421,29210,1.33%,3.29,3293,75
6/11/2020,Chhattisgarh,96230,Tested,1398,93903,1520,,271120,Centre,,,,5515,,922,,,1.45%,3.35,3350,69
6/12/2020,Chhattisgarh,98603,Tested,1429,95965,1209,,137997,Centre,,,,5515,,922,64109,33670,1.45%,3.43,3433,69
6/13/2020,Chhattisgarh,101554,Tested,1512,,,,152786,Centre,,,,,,,,,1.49%,3.54,3536,67
6/14/2020,Chhattisgarh,103895,Tested,1549,,,,159276,Centre,,,,5515,,922,64624,34978,1.49%,3.62,3617,67
6/15/2020,Chhattisgarh,107172,Tested,1715,,,,,,,,,7582,,357,41010,24022,1.60%,3.73,3731,62
6/16/2020,Chhattisgarh,110062,Tested,1784,,,,,,,,,5515,,922,64402,36052,1.62%,3.83,3832,62
6/17/2020,Chhattisgarh,113613,Tested,1864,,,,,,,,,,,,,,1.64%,3.96,3955,61
6/18/2020,Chhattisgarh,116329,Tested,1946,,,,,,,,,5515,,922,71031,40346,1.67%,4.05,4050,60
6/19/2020,Chhattisgarh,120523,Tested,2018,115197,3308,,,,,,,5515,,922,67006,39915,1.67%,4.2,4196,60
6/20/2020,Chhattisgarh,123983,Tested,2076,,,,,,,,,5515,,922,,,1.67%,4.32,4316,60
6/21/2020,Chhattisgarh,126246,Tested,2273,121044,2929,,,,,,,5515,,922,72030,41691,1.80%,4.4,4395,56
6/22/2020,Chhattisgarh,129731,Tested,2302,124679,2750,,,,,,,5515,,,71772,40926,1.77%,4.52,4516,56
6/23/2020,Chhattisgarh,133753,Tested,2356,127831,3566,,,,,,,5515,,922,71454,41004,1.76%,4.66,4656,57
6/24/2020,Chhattisgarh,137400,Tested,2419,132332,2649,,,,,,,5515,,922,70961,41860,,,,
6/25/2020,Chhattisgarh,142090,Tested,2456,,,,,,,,,5515,,922,,,,,,
6/26/2020,Chhattisgarh,144828,Tested,2545,,,,,,,,,5515,,922,,,,,,
4/9/2020,Dadra and Nagar Haveli and Daman and Diu,80,Tested,0,80,,,,,,,,,,,,,0.00%,0.08,83,
4/10/2020,Dadra and Nagar Haveli and Daman and Diu,130,Tested,0,130,,,,,,,,,,,,,0.00%,0.14,136,777
4/11/2020,Dadra and Nagar Haveli and Daman and Diu,211,Tested,0,211,,,,,,,,,,,,,0.00%,0.22,220,
4/15/2020,Dadra and Nagar Haveli and Daman and Diu,356,Tested,0,356,,,,,,,,,,,,,0.00%,0.37,371,16
4/16/2020,Dadra and Nagar Haveli and Daman and Diu,382,Tested,0,382,,,,,,,,,,,,,0.00%,0.4,398,14
4/21/2020,Dadra and Nagar Haveli and Daman and Diu,474,Tested,0,474,,,,,,,,,,,,,0.00%,0.49,494,12
4/22/2020,Dadra and Nagar Haveli and Daman and Diu,674,Tested,0,674,,,,,,,,,,,,,0.00%,0.7,703,11
4/23/2020,Dadra and Nagar Haveli and Daman and Diu,913,Tested,0,913,,,,,,,,,,,,,0.00%,0.95,952,12
4/25/2020,Dadra and Nagar Haveli and Daman and Diu,1386,Tested,0,1386,,,,,,,,,,,,,0.00%,1.45,1445,10
4/26/2020,Dadra and Nagar Haveli and Daman and Diu,1901,Tested,0,1901,,,,,,,,,,,,,0.00%,1.98,1982,10
